customer_id,signup_date,country,acquisition_channel
C100833,2023-06-23,AU,paid_search
C100834,2024-01-02,US,referral
C100835,2024-01-15,US,social
C100836,2024-01-12,UK,paid_search
C100837,2023-03-27,UK,email
C100838,2023-03-16,UK,organic
C100839,2023-02-09,AU,organic
C100840,2024-11-20,UK,referral
C100841,2023-04-23,UK,paid_search
C100842,2023-10-24,US,paid_search
C100843,2023-08-05,CA,organic
C100844,2023-12-20,CA,organic
C100845,2024-08-05,UK,email
C100846,2024-07-12,US,social
C100847,2023-07-22,UK,organic
C100848,2024-07-11,US,social
C100849,2023-11-14,AU,social
C100850,2024-07-23,AU,email
C100851,2023-10-02,US,social
C100852,2024-04-06,US,email
C100853,2023-06-05,US,organic
C100854,2024-03-06,AU,paid_search
C100855,2023-12-28,UK,organic
C100856,2024-03-03,AU,referral
C100857,2024-06-29,US,social
C100858,2023-05-26,US,social
C100859,2023-07-25,CA,referral
C100860,2024-10-25,US,paid_search
C100861,2024-10-04,UK,organic
C100862,2024-02-28,US,paid_search
C100863,2023-11-13,US,referral
C100864,2024-06-09,US,organic
C100865,2023-10-19,AU,paid_search
C100866,2023-09-09,UK,paid_search
C100867,2024-01-03,AU,social
C100868,2024-05-29,AU,paid_search
C100869,2024-01-19,CA,social
C100870,2024-07-13,US,paid_search
C100871,2023-10-13,US,email
C100872,2023-11-06,UK,social
C100873,2023-09-18,UK,organic
C100874,2023-03-13,US,organic
C100875,2023-02-12,CA,paid_search
C100876,2023-01-13,AU,referral
C100877,2023-02-10,US,organic
C100878,2023-03-31,US,email
C100879,2023-04-29,AU,email
C100880,2024-08-01,US,paid_search
C100881,2023-07-23,US,paid_search
C100882,2023-05-12,US,paid_search
C100883,2023-02-12,AU,paid_search
C100884,2023-01-22,US,referral
C100885,2024-05-29,CA,social
C100886,2023-01-27,CA,referral
C100887,2023-08-04,CA,organic
C100888,2024-10-19,UK,organic
C100889,2024-05-08,US,organic
C100890,2023-02-17,US,social
C100891,2024-06-30,US,paid_search
C100892,2024-06-12,US,referral
C100893,2024-04-27,US,social
C100894,2024-03-28,AU,paid_search
C100895,2024-09-09,UK,organic
C100896,2024-06-10,US,social
C100897,2024-03-31,AU,paid_search
C100898,2024-11-20,CA,paid_search
C100899,2023-08-26,CA,social
