order_id,customer_id,order_date,channel,category,quantity,unit_price,discount,net_revenue,cost_of_goods,gross_margin,status,margin_pct
O501143,C100353,2023-10-14,web,accessories,3,58.38,0.0,175.14,85.93,89.21,completed,0.5094
O502867,C100813,2023-10-14,web,beauty,3,25.44,7.63,68.69,31.66,37.03,completed,0.5391
O502867,C100813,2023-10-14,web,accessories,2,48.67,9.73,87.61,44.3,43.31,completed,0.4943
O502867,C100813,2023-10-14,web,footwear,2,76.59,30.64,122.54,72.91,49.63,completed,0.405
O502230,C100634,2023-10-15,mobile_app,electronics,2,471.79,47.18,896.4,732.07,164.33,completed,0.1833
O502230,C100634,2023-10-15,mobile_app,electronics,2,409.38,0.0,818.76,626.5,192.26,completed,0.2348
O502230,C100634,2023-10-15,mobile_app,electronics,3,389.42,116.83,1051.43,814.9,236.53,completed,0.225
O501013,C100293,2023-10-16,mobile_app,accessories,2,30.78,6.16,55.4,26.41,28.99,completed,0.5233
O501661,C100478,2023-10-16,web,electronics,1,389.43,38.94,350.49,321.08,29.41,completed,0.0839
O501661,C100478,2023-10-16,web,accessories,3,88.65,0.0,265.95,129.12,136.83,completed,0.5145
O501661,C100478,2023-10-16,web,apparel,1,89.94,0.0,89.94,48.98,40.96,completed,0.4554
O501753,C100498,2023-10-16,mobile_app,accessories,1,28.35,1.42,26.93,12.64,14.29,completed,0.5306
O501753,C100498,2023-10-16,mobile_app,accessories,1,42.96,0.0,42.96,21.2,21.76,completed,0.5065
O501753,C100498,2023-10-16,mobile_app,accessories,1,47.76,9.55,38.21,19.3,18.91,completed,0.4949
O501867,C100527,2023-10-16,retail_partner,home,2,62.53,0.0,125.06,77.75,47.31,completed,0.3783
O502710,C100775,2023-10-16,marketplace,footwear,3,142.29,85.37,341.5,211.57,129.93,completed,0.3805
O502710,C100775,2023-10-16,marketplace,accessories,2,41.74,0.0,83.48,39.6,43.88,completed,0.5256
O500250,C100078,2023-10-17,marketplace,accessories,2,58.02,23.21,92.83,44.68,48.15,completed,0.5187
O500900,C100271,2023-10-17,marketplace,footwear,1,189.69,0.0,189.69,108.1,81.59,completed,0.4301
O500900,C100271,2023-10-17,marketplace,apparel,3,112.24,67.34,269.38,153.12,116.26,completed,0.4316
O502001,C100569,2023-10-17,mobile_app,footwear,3,117.15,52.72,298.73,182.16,116.57,completed,0.3902
O502984,C100837,2023-10-17,marketplace,footwear,3,194.77,0.0,584.31,326.74,257.57,completed,0.4408
O502984,C100837,2023-10-17,marketplace,home,2,113.7,34.11,193.29,112.66,80.63,completed,0.4171
O500497,C100159,2023-10-18,web,home,1,105.65,0.0,105.65,66.32,39.33,completed,0.3723
O500497,C100159,2023-10-18,web,accessories,2,35.06,0.0,70.12,32.01,38.11,completed,0.5435
O500497,C100159,2023-10-18,web,accessories,2,44.53,0.0,89.06,43.32,45.74,completed,0.5136
O502894,C100817,2023-10-18,mobile_app,home,2,56.21,0.0,112.42,73.29,39.13,completed,0.3481
O502910,C100821,2023-10-18,web,home,3,74.8,22.44,201.96,115.83,86.13,completed,0.4265
O500226,C100070,2023-10-19,mobile_app,apparel,2,47.12,0.0,94.24,52.41,41.83,completed,0.4439
O500226,C100070,2023-10-19,mobile_app,footwear,1,101.75,5.09,96.66,54.8,41.86,completed,0.4331
O500226,C100070,2023-10-19,mobile_app,apparel,1,55.15,2.76,52.39,30.09,22.3,completed,0.4257
O501762,C100503,2023-10-19,web,footwear,1,42.09,0.0,42.09,25.45,16.64,completed,0.3953
O501762,C100503,2023-10-19,web,accessories,1,57.24,0.0,57.24,28.85,28.39,completed,0.496
O502426,C100690,2023-10-19,web,accessories,3,77.04,34.67,196.45,92.92,103.53,completed,0.527
O502426,C100690,2023-10-19,web,apparel,3,84.36,50.62,202.46,113.86,88.6,completed,0.4376
O502426,C100690,2023-10-19,web,accessories,3,71.89,43.13,172.54,87.6,84.94,completed,0.4923
O502832,C100803,2023-10-20,web,beauty,2,29.4,0.0,58.8,29.86,28.94,completed,0.4922
O502832,C100803,2023-10-20,web,footwear,2,107.5,43.0,172.0,104.99,67.01,completed,0.3896
O501557,C100454,2023-10-21,marketplace,home,1,133.56,0.0,133.56,82.89,50.67,completed,0.3794
O501557,C100454,2023-10-21,marketplace,electronics,1,372.5,18.62,353.88,275.88,78.0,completed,0.2204
O501557,C100454,2023-10-21,marketplace,accessories,2,106.37,31.91,180.83,99.2,81.63,completed,0.4514
O501800,C100508,2023-10-22,web,accessories,3,37.28,0.0,111.84,55.18,56.66,completed,0.5066
O502018,C100575,2023-10-22,web,beauty,3,51.54,7.73,146.89,75.46,71.43,completed,0.4863
O502253,C100638,2023-10-25,mobile_app,electronics,1,237.58,0.0,237.58,185.35,52.23,completed,0.2198
O502253,C100638,2023-10-25,mobile_app,electronics,1,115.1,23.02,92.08,79.53,12.55,completed,0.1363
O502253,C100638,2023-10-25,mobile_app,apparel,2,53.84,0.0,107.68,60.05,47.63,completed,0.4423
O502434,C100693,2023-10-25,web,beauty,1,29.77,0.0,29.77,12.93,16.84,completed,0.5657
O502434,C100693,2023-10-25,web,accessories,1,40.39,8.08,32.31,16.94,15.37,completed,0.4757
O502434,C100693,2023-10-25,web,electronics,2,157.6,0.0,315.2,254.63,60.57,completed,0.1922
O502851,C100809,2023-10-25,retail_partner,footwear,3,126.76,0.0,380.28,242.2,138.08,completed,0.3631
O502851,C100809,2023-10-25,retail_partner,home,3,53.33,0.0,159.99,94.2,65.79,completed,0.4112
O501223,C100371,2023-10-26,mobile_app,electronics,2,190.58,38.12,343.04,292.86,50.18,completed,0.1463
O501223,C100371,2023-10-26,mobile_app,accessories,1,34.0,5.1,28.9,13.11,15.79,completed,0.5464
O501223,C100371,2023-10-26,mobile_app,home,3,62.62,37.57,150.29,88.27,62.02,completed,0.4127
O501817,C100513,2023-10-26,mobile_app,electronics,1,377.64,0.0,377.64,304.51,73.13,completed,0.1937
O501817,C100513,2023-10-26,mobile_app,accessories,1,96.31,9.63,86.68,41.83,44.85,completed,0.5174
O501817,C100513,2023-10-26,mobile_app,footwear,1,144.63,28.93,115.7,70.25,45.45,completed,0.3928
O502097,C100596,2023-10-26,marketplace,home,1,110.02,0.0,110.02,70.21,39.81,completed,0.3618
O502639,C100756,2023-10-27,mobile_app,electronics,3,175.01,0.0,525.03,441.67,83.36,completed,0.1588
O501534,C100452,2023-10-28,web,electronics,1,239.34,23.93,215.41,170.54,44.87,completed,0.2083
O501946,C100549,2023-10-28,web,accessories,3,74.34,33.45,189.57,95.52,94.05,completed,0.4961
O501946,C100549,2023-10-28,web,electronics,3,443.69,0.0,1331.07,1146.7,184.37,completed,0.1385
O500032,C100016,2023-10-29,marketplace,accessories,3,59.26,0.0,177.78,80.85,96.93,completed,0.5452
O500032,C100016,2023-10-29,marketplace,footwear,3,160.58,0.0,481.74,278.73,203.01,completed,0.4214
O500032,C100016,2023-10-29,marketplace,apparel,1,82.59,0.0,82.59,44.26,38.33,completed,0.4641
O500090,C100041,2023-10-29,web,electronics,2,335.81,67.16,604.46,469.45,135.01,completed,0.2234
O500090,C100041,2023-10-29,web,electronics,1,227.87,0.0,227.87,179.13,48.74,completed,0.2139
O500046,C100017,2023-10-30,web,electronics,1,169.02,0.0,169.02,137.11,31.91,completed,0.1888
O500711,C100214,2023-10-30,mobile_app,electronics,3,214.51,96.53,547.0,476.09,70.91,completed,0.1296
O500711,C100214,2023-10-30,mobile_app,electronics,1,185.39,18.54,166.85,121.47,45.38,completed,0.272
O502124,C100606,2023-10-30,mobile_app,accessories,1,44.61,4.46,40.15,20.34,19.81,completed,0.4934
O502457,C100701,2023-10-30,marketplace,electronics,2,201.35,80.54,322.16,257.98,64.18,completed,0.1992
O502457,C100701,2023-10-30,marketplace,home,1,71.47,7.15,64.32,42.99,21.33,completed,0.3316
O502542,C100723,2023-10-30,web,footwear,2,82.18,24.65,139.71,82.08,57.63,completed,0.4125
O501229,C100373,2023-10-31,retail_partner,accessories,2,27.91,0.0,55.82,29.96,25.86,completed,0.4633
O501229,C100373,2023-10-31,retail_partner,accessories,2,48.56,0.0,97.12,48.47,48.65,completed,0.5009
O501433,C100427,2023-10-31,marketplace,accessories,2,63.25,6.33,120.17,56.58,63.59,completed,0.5292
O501433,C100427,2023-10-31,marketplace,apparel,2,83.12,8.31,157.93,86.28,71.65,completed,0.4537
O501433,C100427,2023-10-31,marketplace,footwear,2,126.01,25.2,226.82,131.55,95.27,completed,0.42
O501535,C100452,2023-10-31,retail_partner,electronics,2,271.48,27.15,515.81,415.06,100.75,completed,0.1953
O501764,C100504,2023-10-31,web,beauty,3,30.11,4.52,85.81,39.61,46.2,completed,0.5384
O501764,C100504,2023-10-31,web,apparel,1,36.55,5.48,31.07,15.72,15.35,completed,0.494
O501662,C100478,2023-11-01,mobile_app,electronics,3,425.52,63.83,1212.73,943.81,268.92,completed,0.2217
O501818,C100513,2023-11-01,web,home,2,132.2,0.0,264.4,171.53,92.87,completed,0.3512
O501818,C100513,2023-11-01,web,electronics,1,289.63,57.93,231.7,196.88,34.82,completed,0.1503
O500476,C100155,2023-11-03,web,electronics,3,263.31,118.49,671.44,516.13,155.31,completed,0.2313
O500476,C100155,2023-11-03,web,home,3,155.6,23.34,443.46,267.24,176.22,completed,0.3974
O502703,C100772,2023-11-03,marketplace,home,1,69.81,6.98,62.83,40.38,22.45,completed,0.3573
O502703,C100772,2023-11-03,marketplace,beauty,3,30.44,0.0,91.32,45.02,46.3,completed,0.507
O500399,C100133,2023-11-04,web,electronics,2,292.7,87.81,497.59,386.5,111.09,completed,0.2233
O500399,C100133,2023-11-04,web,footwear,1,98.3,0.0,98.3,61.29,37.01,completed,0.3765
O500946,C100276,2023-11-05,marketplace,electronics,3,154.93,0.0,464.79,393.5,71.29,completed,0.1534
O501853,C100522,2023-11-05,mobile_app,electronics,1,95.0,4.75,90.25,77.77,12.48,completed,0.1383
O501853,C100522,2023-11-05,mobile_app,footwear,3,105.77,63.46,253.85,150.58,103.27,completed,0.4068
O501853,C100522,2023-11-05,mobile_app,accessories,2,55.2,11.04,99.36,52.16,47.2,completed,0.475
O500294,C100095,2023-11-06,web,home,2,129.24,0.0,258.48,164.72,93.76,completed,0.3627
O500294,C100095,2023-11-06,web,apparel,1,91.67,4.58,87.09,45.37,41.72,completed,0.479
O500901,C100271,2023-11-06,web,accessories,2,66.48,19.94,113.02,59.79,53.23,completed,0.471
O500901,C100271,2023-11-06,web,electronics,3,260.2,0.0,780.6,681.86,98.74,completed,0.1265
O502293,C100645,2023-11-06,web,electronics,3,156.9,0.0,470.7,399.14,71.56,completed,0.152
O502293,C100645,2023-11-06,web,apparel,3,61.1,36.66,146.64,80.02,66.62,completed,0.4543
O502293,C100645,2023-11-06,web,beauty,1,26.84,2.68,24.16,12.03,12.13,completed,0.5021
O503079,C100859,2023-11-06,retail_partner,beauty,2,35.8,0.0,71.6,33.55,38.05,completed,0.5314
O500477,C100155,2023-11-07,marketplace,accessories,3,54.9,0.0,164.7,86.43,78.27,completed,0.4752
O501266,C100390,2023-11-07,marketplace,electronics,2,280.79,28.08,533.5,412.61,120.89,completed,0.2266
O501266,C100390,2023-11-07,marketplace,footwear,2,165.52,33.1,297.94,190.77,107.17,completed,0.3597
O501842,C100518,2023-11-08,mobile_app,home,3,58.33,0.0,174.99,107.65,67.34,completed,0.3848
O501842,C100518,2023-11-08,mobile_app,accessories,3,47.13,0.0,141.39,71.46,69.93,completed,0.4946
O501842,C100518,2023-11-08,mobile_app,beauty,2,19.81,0.0,39.62,19.12,20.5,completed,0.5174
O502875,C100814,2023-11-08,web,home,2,155.97,31.19,280.75,159.43,121.32,completed,0.4321
O502875,C100814,2023-11-08,web,home,3,90.24,13.54,257.18,168.45,88.73,completed,0.345
O502875,C100814,2023-11-08,web,home,2,81.84,8.18,155.5,94.25,61.25,completed,0.3939
O501347,C100407,2023-11-09,web,accessories,2,46.51,0.0,93.02,45.62,47.4,completed,0.5096
O501347,C100407,2023-11-09,web,apparel,3,56.21,16.86,151.77,84.3,67.47,completed,0.4446
O501354,C100409,2023-11-09,marketplace,accessories,2,40.65,4.07,77.23,35.81,41.42,completed,0.5363
O501354,C100409,2023-11-09,marketplace,home,3,61.46,27.66,156.72,96.2,60.52,completed,0.3862
O501536,C100452,2023-11-09,marketplace,beauty,1,21.79,0.0,21.79,10.11,11.68,completed,0.536
O501536,C100452,2023-11-09,marketplace,beauty,1,40.98,6.15,34.83,17.4,17.43,completed,0.5004
O501536,C100452,2023-11-09,marketplace,accessories,3,87.68,0.0,263.04,121.6,141.44,completed,0.5377
O501680,C100481,2023-11-09,web,apparel,1,55.44,0.0,55.44,32.13,23.31,completed,0.4205
O501680,C100481,2023-11-09,web,apparel,3,79.41,47.65,190.58,104.42,86.16,completed,0.4521
O501358,C100411,2023-11-10,marketplace,accessories,1,35.63,3.56,32.07,17.59,14.48,completed,0.4515
O501358,C100411,2023-11-10,marketplace,home,1,49.42,0.0,49.42,32.49,16.93,completed,0.3426
O501358,C100411,2023-11-10,marketplace,beauty,2,25.65,10.26,41.04,18.72,22.32,completed,0.5439
O501526,C100451,2023-11-10,marketplace,beauty,1,35.02,5.25,29.77,13.36,16.41,completed,0.5512
O502895,C100817,2023-11-10,marketplace,footwear,2,88.71,8.87,168.55,100.91,67.64,completed,0.4013
O502895,C100817,2023-11-10,marketplace,home,2,53.18,21.27,85.09,50.46,34.63,completed,0.407
O502915,C100822,2023-11-10,web,home,3,95.92,28.78,258.98,169.62,89.36,completed,0.345
O502915,C100822,2023-11-10,web,apparel,3,98.38,0.0,295.14,175.29,119.85,completed,0.4061
O500162,C100060,2023-11-11,mobile_app,footwear,2,121.33,0.0,242.66,141.78,100.88,completed,0.4157
O500162,C100060,2023-11-11,mobile_app,footwear,1,98.46,4.92,93.54,49.78,43.76,completed,0.4678
O500162,C100060,2023-11-11,mobile_app,apparel,1,43.77,0.0,43.77,24.66,19.11,completed,0.4366
O500757,C100233,2023-11-11,marketplace,electronics,2,359.55,35.96,683.14,554.95,128.19,completed,0.1876
O501868,C100527,2023-11-11,retail_partner,accessories,3,40.0,0.0,120.0,58.26,61.74,completed,0.5145
O501868,C100527,2023-11-11,retail_partner,beauty,2,26.11,7.83,44.39,22.42,21.97,completed,0.4949
O502647,C100761,2023-11-11,web,home,3,104.84,0.0,314.52,196.74,117.78,completed,0.3745
O502647,C100761,2023-11-11,web,accessories,1,58.85,0.0,58.85,30.19,28.66,completed,0.487
O503015,C100847,2023-11-11,web,beauty,2,58.14,23.26,93.02,44.26,48.76,completed,0.5242
O503015,C100847,2023-11-11,web,electronics,1,305.52,30.55,274.97,220.58,54.39,completed,0.1978
O503015,C100847,2023-11-11,web,home,2,144.24,0.0,288.48,181.57,106.91,completed,0.3706
O503124,C100871,2023-11-11,mobile_app,accessories,1,28.62,0.0,28.62,14.45,14.17,completed,0.4951
O502483,C100710,2023-11-12,web,beauty,3,29.16,4.37,83.11,42.67,40.44,completed,0.4866
O502531,C100722,2023-11-12,retail_partner,accessories,3,83.78,37.7,213.64,110.75,102.89,completed,0.4816
O502531,C100722,2023-11-12,retail_partner,accessories,1,75.04,3.75,71.29,35.18,36.11,completed,0.5065
O502531,C100722,2023-11-12,retail_partner,electronics,3,316.35,189.81,759.24,566.2,193.04,completed,0.2543
O502839,C100804,2023-11-12,mobile_app,apparel,1,90.54,0.0,90.54,50.64,39.9,completed,0.4407
O502839,C100804,2023-11-12,mobile_app,electronics,3,374.47,0.0,1123.41,954.08,169.33,completed,0.1507
O502839,C100804,2023-11-12,mobile_app,accessories,3,67.41,30.33,171.9,86.37,85.53,completed,0.4976
O502852,C100809,2023-11-13,retail_partner,footwear,1,98.48,19.7,78.78,47.59,31.19,completed,0.3959
O502852,C100809,2023-11-13,retail_partner,home,1,90.01,0.0,90.01,55.83,34.18,completed,0.3797
O500033,C100016,2023-11-14,mobile_app,footwear,2,159.07,0.0,318.14,194.61,123.53,completed,0.3883
O500033,C100016,2023-11-14,mobile_app,footwear,1,182.47,9.12,173.35,106.56,66.79,completed,0.3853
O500452,C100146,2023-11-14,web,apparel,3,45.5,6.83,129.67,71.64,58.03,completed,0.4475
O501537,C100452,2023-11-14,mobile_app,home,3,98.55,0.0,295.65,195.05,100.6,completed,0.3403
O501537,C100452,2023-11-14,mobile_app,home,2,156.58,0.0,313.16,184.26,128.9,completed,0.4116
O501537,C100452,2023-11-14,mobile_app,apparel,3,93.14,13.97,265.45,159.21,106.24,completed,0.4002
O503000,C100843,2023-11-14,mobile_app,beauty,2,46.46,9.29,83.63,40.65,42.98,completed,0.5139
O503000,C100843,2023-11-14,mobile_app,accessories,2,44.94,4.49,85.39,41.94,43.45,completed,0.5088
O500525,C100165,2023-11-15,retail_partner,beauty,2,22.37,0.0,44.74,20.64,24.1,completed,0.5387
O500525,C100165,2023-11-15,retail_partner,beauty,2,35.7,10.71,60.69,29.61,31.08,completed,0.5121
O500525,C100165,2023-11-15,retail_partner,apparel,1,62.99,6.3,56.69,30.6,26.09,completed,0.4602
O500563,C100176,2023-11-15,marketplace,apparel,1,66.98,6.7,60.28,35.09,25.19,completed,0.4179
O500563,C100176,2023-11-15,marketplace,electronics,1,147.68,22.15,125.53,103.94,21.59,completed,0.172
O500563,C100176,2023-11-15,marketplace,apparel,2,50.64,20.26,81.02,41.42,39.6,completed,0.4888
O501376,C100418,2023-11-15,marketplace,electronics,3,207.44,62.23,560.09,460.78,99.31,completed,0.1773
O502167,C100618,2023-11-16,mobile_app,electronics,2,295.17,0.0,590.34,482.05,108.29,completed,0.1834
O502167,C100618,2023-11-16,mobile_app,accessories,3,91.54,13.73,260.89,128.41,132.48,completed,0.5078
O502678,C100768,2023-11-16,web,electronics,1,346.51,0.0,346.51,285.08,61.43,completed,0.1773
O501582,C100460,2023-11-17,mobile_app,accessories,2,68.22,0.0,136.44,70.63,65.81,completed,0.4823
O501582,C100460,2023-11-17,mobile_app,beauty,1,23.05,1.15,21.9,10.9,11.0,completed,0.5023
O501582,C100460,2023-11-17,mobile_app,accessories,1,28.96,0.0,28.96,13.81,15.15,completed,0.5231
O500301,C100098,2023-11-18,mobile_app,home,3,84.85,0.0,254.55,168.24,86.31,completed,0.3391
O500301,C100098,2023-11-18,mobile_app,beauty,1,37.62,7.52,30.1,13.66,16.44,completed,0.5462
O501583,C100460,2023-11-18,mobile_app,accessories,3,48.5,29.1,116.4,52.54,63.86,completed,0.5486
O501583,C100460,2023-11-18,mobile_app,home,1,52.4,7.86,44.54,27.9,16.64,completed,0.3736
O500902,C100271,2023-11-19,mobile_app,home,2,151.4,0.0,302.8,192.81,109.99,completed,0.3632
O500902,C100271,2023-11-19,mobile_app,home,3,151.59,0.0,454.77,273.88,180.89,completed,0.3978
O502206,C100627,2023-11-19,web,electronics,1,153.63,7.68,145.95,129.59,16.36,completed,0.1121
O503048,C100851,2023-11-19,mobile_app,home,1,68.78,3.44,65.34,39.57,25.77,completed,0.3944
O503048,C100851,2023-11-19,mobile_app,apparel,2,60.32,0.0,120.64,67.29,53.35,completed,0.4422
O500436,C100145,2023-11-20,web,accessories,3,27.99,0.0,83.97,38.16,45.81,completed,0.5456
O500436,C100145,2023-11-20,web,electronics,1,283.19,42.48,240.71,207.73,32.98,completed,0.137
O500288,C100092,2023-11-22,web,beauty,3,29.49,0.0,88.47,43.04,45.43,completed,0.5135
O500758,C100233,2023-11-22,mobile_app,footwear,2,127.42,0.0,254.84,142.99,111.85,completed,0.4389
O500758,C100233,2023-11-22,mobile_app,home,1,101.52,0.0,101.52,64.36,37.16,completed,0.366
O500478,C100155,2023-11-23,web,accessories,2,44.09,17.64,70.54,34.66,35.88,completed,0.5086
O500478,C100155,2023-11-23,web,apparel,2,59.99,12.0,107.98,63.02,44.96,completed,0.4164
O500478,C100155,2023-11-23,web,beauty,1,54.54,0.0,54.54,26.9,27.64,completed,0.5068
O501224,C100371,2023-11-23,mobile_app,footwear,3,67.84,30.53,172.99,96.98,76.01,completed,0.4394
O501224,C100371,2023-11-23,mobile_app,footwear,3,90.63,13.59,258.3,161.22,97.08,completed,0.3758
O501844,C100519,2023-11-24,mobile_app,electronics,1,226.81,0.0,226.81,171.92,54.89,completed,0.242
O503031,C100849,2023-11-24,marketplace,electronics,1,270.48,27.05,243.43,175.19,68.24,completed,0.2803
O501648,C100476,2023-11-25,mobile_app,beauty,3,26.76,16.06,64.22,29.61,34.61,completed,0.5389
O503179,C100882,2023-11-25,web,accessories,3,33.85,5.08,96.47,48.45,48.02,completed,0.4978
O503179,C100882,2023-11-25,web,beauty,3,31.62,9.49,85.37,42.15,43.22,completed,0.5063
O503179,C100882,2023-11-25,web,apparel,3,40.77,12.23,110.08,60.45,49.63,completed,0.4509
O500704,C100211,2023-11-26,web,home,1,80.62,0.0,80.62,50.51,30.11,completed,0.3735
O500704,C100211,2023-11-26,web,beauty,1,21.8,2.18,19.62,9.44,10.18,completed,0.5189
O502160,C100616,2023-11-26,marketplace,accessories,2,41.5,12.45,70.55,32.45,38.1,completed,0.54
O502160,C100616,2023-11-26,marketplace,beauty,2,36.37,14.55,58.19,26.43,31.76,completed,0.5458
O502160,C100616,2023-11-26,marketplace,electronics,1,200.05,0.0,200.05,171.31,28.74,completed,0.1437
O502464,C100703,2023-11-27,mobile_app,apparel,2,55.78,11.16,100.4,57.17,43.23,completed,0.4306
O502464,C100703,2023-11-27,mobile_app,accessories,3,38.32,0.0,114.96,59.93,55.03,completed,0.4787
O500065,C100030,2023-11-28,mobile_app,footwear,2,85.84,0.0,171.68,108.06,63.62,completed,0.3706
O502488,C100711,2023-11-28,web,beauty,1,42.99,4.3,38.69,17.9,20.79,completed,0.5373
O502488,C100711,2023-11-28,web,home,1,84.31,0.0,84.31,55.49,28.82,completed,0.3418
O502488,C100711,2023-11-28,web,footwear,1,123.81,0.0,123.81,74.62,49.19,completed,0.3973
O500295,C100095,2023-11-29,web,home,3,130.75,58.84,333.41,227.29,106.12,completed,0.3183
O500295,C100095,2023-11-29,web,accessories,2,61.45,0.0,122.9,66.55,56.35,completed,0.4585
O500295,C100095,2023-11-29,web,footwear,2,118.47,0.0,236.94,161.58,75.36,completed,0.3181
O501100,C100333,2023-11-29,mobile_app,beauty,2,20.77,8.31,33.23,15.72,17.51,completed,0.5269
O501100,C100333,2023-11-29,mobile_app,home,1,78.28,0.0,78.28,48.77,29.51,completed,0.377
O501484,C100439,2023-11-29,retail_partner,beauty,1,18.35,0.92,17.43,7.17,10.26,completed,0.5886
O501484,C100439,2023-11-29,retail_partner,home,3,73.24,43.94,175.78,109.52,66.26,completed,0.3769
O500437,C100145,2023-11-30,mobile_app,beauty,1,30.83,6.17,24.66,12.09,12.57,completed,0.5097
O501030,C100298,2023-11-30,mobile_app,accessories,3,45.96,13.79,124.09,58.65,65.44,completed,0.5274
O502168,C100618,2023-11-30,mobile_app,beauty,2,65.37,6.54,124.2,61.74,62.46,completed,0.5029
O502168,C100618,2023-11-30,mobile_app,home,1,159.08,0.0,159.08,98.49,60.59,completed,0.3809
O501076,C100321,2023-12-01,mobile_app,footwear,2,159.85,15.98,303.72,182.06,121.66,completed,0.4006
O501076,C100321,2023-12-01,mobile_app,footwear,1,187.67,37.53,150.14,93.96,56.18,completed,0.3742
O501076,C100321,2023-12-01,mobile_app,beauty,2,83.0,33.2,132.8,59.86,72.94,completed,0.5492
O501267,C100390,2023-12-02,marketplace,footwear,3,201.74,30.26,574.96,380.79,194.17,completed,0.3377
O501267,C100390,2023-12-02,marketplace,beauty,2,41.54,8.31,74.77,37.64,37.13,completed,0.4966
O501267,C100390,2023-12-02,marketplace,footwear,2,149.71,0.0,299.42,177.73,121.69,completed,0.4064
O503016,C100847,2023-12-02,marketplace,apparel,1,75.95,15.19,60.76,34.13,26.63,completed,0.4383
O501896,C100536,2023-12-03,web,beauty,3,38.14,22.88,91.54,43.6,47.94,completed,0.5237
O501896,C100536,2023-12-03,web,accessories,3,44.57,0.0,133.71,63.56,70.15,completed,0.5246
O502169,C100618,2023-12-03,web,accessories,1,64.4,0.0,64.4,33.16,31.24,completed,0.4851
O500008,C100002,2023-12-04,web,apparel,2,36.88,0.0,73.76,37.91,35.85,completed,0.486
O500008,C100002,2023-12-04,web,apparel,1,55.4,11.08,44.32,23.91,20.41,completed,0.4605
O500696,C100208,2023-12-04,marketplace,home,3,79.05,47.43,189.72,120.75,68.97,completed,0.3635
O501144,C100353,2023-12-04,web,beauty,3,20.84,0.0,62.52,31.11,31.41,completed,0.5024
O501558,C100454,2023-12-04,retail_partner,electronics,3,383.41,0.0,1150.23,923.37,226.86,completed,0.1972
O501558,C100454,2023-12-04,retail_partner,accessories,1,39.75,0.0,39.75,20.67,19.08,completed,0.48
O501558,C100454,2023-12-04,retail_partner,beauty,2,48.49,9.7,87.28,43.14,44.14,completed,0.5057
O502040,C100580,2023-12-04,web,accessories,1,86.76,0.0,86.76,44.92,41.84,completed,0.4822
O502040,C100580,2023-12-04,web,footwear,3,60.13,0.0,180.39,116.97,63.42,completed,0.3516
O502098,C100596,2023-12-04,mobile_app,apparel,2,99.96,0.0,199.92,108.74,91.18,completed,0.4561
O502231,C100634,2023-12-04,web,footwear,1,168.14,25.22,142.92,81.45,61.47,completed,0.4301
O502812,C100801,2023-12-04,web,apparel,2,103.84,0.0,207.68,111.28,96.4,completed,0.4642
O502812,C100801,2023-12-04,web,beauty,3,43.7,19.67,111.43,54.96,56.47,completed,0.5068
O502812,C100801,2023-12-04,web,home,2,164.12,0.0,328.24,205.48,122.76,completed,0.374
O503193,C100890,2023-12-04,web,apparel,3,33.16,0.0,99.48,57.32,42.16,completed,0.4238
O503193,C100890,2023-12-04,web,apparel,2,24.84,0.0,49.68,26.62,23.06,completed,0.4642
O501077,C100321,2023-12-05,mobile_app,home,1,141.72,21.26,120.46,77.21,43.25,completed,0.359
O501077,C100321,2023-12-05,mobile_app,beauty,3,69.1,0.0,207.3,105.7,101.6,completed,0.4901
O501077,C100321,2023-12-05,mobile_app,home,3,135.22,0.0,405.66,244.42,161.24,completed,0.3975
O501215,C100368,2023-12-05,mobile_app,accessories,3,26.45,15.87,63.48,30.7,32.78,completed,0.5164
O501215,C100368,2023-12-05,mobile_app,home,2,61.47,0.0,122.94,76.5,46.44,completed,0.3777
O501215,C100368,2023-12-05,mobile_app,accessories,2,54.23,10.85,97.61,53.02,44.59,completed,0.4568
O502165,C100617,2023-12-05,web,home,1,80.41,0.0,80.41,49.59,30.82,completed,0.3833
O502165,C100617,2023-12-05,web,home,2,73.82,0.0,147.64,93.46,54.18,completed,0.367
O500109,C100047,2023-12-06,retail_partner,home,2,98.57,39.43,157.71,94.74,62.97,completed,0.3993
O500109,C100047,2023-12-06,retail_partner,apparel,1,106.9,10.69,96.21,52.51,43.7,completed,0.4542
O500109,C100047,2023-12-06,retail_partner,accessories,1,93.68,18.74,74.94,35.93,39.01,completed,0.5205
O500624,C100191,2023-12-06,retail_partner,footwear,1,66.57,6.66,59.91,38.6,21.31,completed,0.3557
O501156,C100357,2023-12-06,mobile_app,home,1,76.6,11.49,65.11,40.52,24.59,completed,0.3777
O502679,C100768,2023-12-06,mobile_app,electronics,1,349.72,0.0,349.72,325.47,24.25,completed,0.0693
O502679,C100768,2023-12-06,mobile_app,electronics,1,332.96,16.65,316.31,268.37,47.94,completed,0.1516
O502679,C100768,2023-12-06,mobile_app,apparel,1,104.44,20.89,83.55,46.81,36.74,completed,0.4397
O500368,C100121,2023-12-07,mobile_app,electronics,2,157.77,0.0,315.54,253.05,62.49,completed,0.198
O501538,C100452,2023-12-07,web,beauty,3,50.85,0.0,152.55,80.64,71.91,completed,0.4714
O501538,C100452,2023-12-07,web,electronics,1,372.13,55.82,316.31,263.26,53.05,completed,0.1677
